text,booster_count
"Oh, yes--they're fine people--regular people.",0
"Right up there over the Vice- President's chair--the four in the front row represent the four big news services. You've met the press bunch, haven't you?",0
Uh-huh. And where's the Press Galery?,0
The Majority Leader? Right over there. And that's [           ] the Minority Leader. They're both pretty good in the clinches.,0
Where's the Majority Leader?,0
"Calendar for the day. You'll find the Senate Manual in the drawer. Anything else you want, just snap for a page.",0
"Not me, sonny. I'm just going to sit around and listen.  What's this?",0
"Give you something to shoot at, Senator--if you figure on doing any talking.",0
Daniel Webster? Sat here? Say--that man was a great orator.,0
"Here you are, Senator. Not a bad desk, either. Daniel Webster used to use it.",0
I'm saying I didn't sign it!,0
"You are saying, in effect, that this is a forgery?",1
It couldn't be.,0
But it *isn't*?,0
"Looks like it, but--",0
"Then--this is *not* you signature, Senator?",1
"I--I discussed it with him--yes-- because I--you see, I've always had this camp in mind--but I made no contract with him!",1
But you did *talk* to Mr. Allen about that and--?,0
Never.,1
You've never *seen* this contract.,1
I did not--,0
And you say you never signed this contract with Mr. Allen?,1
Yes! This was how I could be put out of the Senate and out of the way! They even *promised* me that if I--,0
It was?,0
It was done to stop me from talking about a section of the Appropriations Bill!,0
"--what possible explanation can you offer for this charge being--as you say--""trumped up"" against you!",0
Blow a bugle!,0
"And while you're at it, get me a bed!",0
I'll brain that guy! Well--call Paine-- call Saunders--,0
"What for? Why, suppose there's a storm--all lines are down--how you gonna get a message to Ma?",0
"Yes, sir.  All right, boys--let's go.",0
"Freedom of the press! Mr. James Taylor blindfolding a whole State--  Wait a minute! If that's how he wants to play *I'll* get through to that bunch--I'll get plenty of words into that, State--!  Come on, Diz, get that stuff you've written--let me have it--",0
Not a word! Taylor's sewed up every paper. They're tossing out everything that comes in over the wires!,0
What!,0
"Kid--he thinks he's talking to that mob at home, but not a line we've written--not a word he's said from that floor has gotten into that home State.",0
Diz!,0
"Diz--get what he says to the people back in that State. It's up to you and the boys. Keep those wires hot. Fire away, pal!",0
He's a house-afire!,0
The war's on!,0
"Well, then, that's great! And that's a great place to leave it! It's no use *my* barging into this now and--",0
"All I know is--he said to me tonight-- ""What does your wife think?"" My wife. Thinks we're married--",1
"You don't think he'd want *me* within fifty miles, do you?--after the exhibition he saw me give! Did you see his *face*--?",0
Come on--don't pull that. You know you'd give your right--. What are you staying away from him for?,0
Why me?,0
"Then--in the name of kindness to dumb animals--we can't let him walk into that Senate tomorrow and take a terrible punch in a nose! A couple of us went up there--told him all he could do was beat it--resign--clear out. But--he's in a daze--he's been hit by a ton of bricks. Just says, ""I haven't done anything. Why should I resign?"" He might *listen* to *you*--",0
"I've told you ten times--if I had anything they couldn't bat down in a second, don't you suppose I'd've been up in that hearing yelling murder! Sure--he was cooked the night I sounded off like a fool and spilled the whole works!",0
"He's cooked! They'll drum the poor lug out of that chamber tomorrow as sure as I'm--! And now they're all down on him. Yeah--my press pals, too--he's a bad egg--still water running deep. Boloney! It's the frame of all time! When I see a phoney like this--my journalist blood boils-- I wanna *fight*!  Look, kid--rack your brains, will you? Haven't you got any confidential stuff on that mob? I'll write my arm off--I'll blow Taylor and his--",0
"Take me home, Diz.",0
"You know, we're getting married.",0
Huh?,0
"Well--let's dig up the preacher, kid.",0
Right now--everything I own--!,0
Hey! We're gettin' married--!,0
"I'm getting out of there. Right now, Diz. Right now. Bonus or no bonus. I'm gonna clear outa that office-- everything I own--my extra hat-- everything--",0
You said it!,0
"I won't take it! See? I won't be party to murder. See? Steering a poor dope up blind alleys for that grafting Taylor mob is low enough. But helping that dame cut him up in little pieces besides--nobody's gonna make me do that. No, sir.",1
Susan? Nah!,0
"Nothing like--uh--Susan--or anything like that, huh?",0
No--not offhand--,0
"You don't know a name off-hand you like better, do you, Diz?",0
Okay--I mean--,0
"Don't say ""okay,"" Diz. Say you think it's beautiful.",0
"Yeah, I know. That's okay.",0
My first name's--Clarissa.,0
What?,0
I case you don't know--I want to give ya a chance to back out if you don't like it--,0
What?,0
Yeah--that's right. Diz--,0
We're gonna get married.,0
Where?,0
"Well, let's get going.",0
No! I can't think of anything more sappy!),0
Do we *have* to?,0
No.,0
Have *you*?,0
"Or angry little mountain streams-- and cattle moving against the sun. You haven't seen any of that, have you, Diz?",0
Is the wind tired out there?,1
"You've never seen prairie grass with the wind leaning on it, have you, Diz?",1
Tunnel?,0
"You--you've been a good egg, Diz. Maybe we could clear out of this town--get to feel like *people*--get the habit of lifting up our eyes-- live like we just got out of a tunnel.",0
I'll cherish ya.,0
Okay. You don't mind?,0
Tonight?,0
Any time.,0
Good idea. When?,0
How about getting married?,0
Yeah.,0
Diz--,0
Again? Good idea.,0
"*All right*, then. After all, what's it to me? So they *drop* him out of a balloon. All I care is--I don't want to be around. See? Squeamish. See? That's what I am. No, sir. I don't have to take it. Won't be a party to no murder. I'm gonna quit. I'm through.",1
I apologize.,0
Well--cut it out. See? Who *cares* anyway?,0
*I'm* just waiting for a street car--,0
Like a mother sending her kid off to school for the first time--watchin' the little fella toddling off--in his best bib and tucker--and you sink in the middle--hoping he can stand up to the other kids--won't get his feeling hurt--and--if you could only spare him the knocks he's gotta take--  Say--who started this?,1
No. How'd you feel? Quick.,0
"Do you know how I felt, Diz?",0
Now--how'd Humpty-Dumpty get in here?,0
"And I got him all dressed up, too-- to go way up in a balloon--so they can drop him a long way--make sure they break his heart. Why, not all the Boy Rangers in the world, working night shifts, 'll be able to put Humpty-Dumpty together again--",0
"Mind, now! Keep Don Quixote out of here!",0
"Shut up, Diz.",0
"Now, you've gone and let Don Quixote in here again. I told you to keep him out!",0
--followin' Miss Susan Fass-Pass around--his little heart poundin' away--the sound of angels' wings in his ears.,0
Waiter!,0
Old Don Quixote--man of the people Smith--,0
My friends?,0
"Every time I think of it, I get a laugh, Diz.",0
Yeah. Some of my best friends are funny.,0
Yeah.,0
Yeah. Funny--,0
Drunks are funny--,0
"""There's more light here,"" he says--",0
Why do I always laugh at that?,1
And to Don Quixote!,0
"Now, look, kid--if we're gonna wonder, let's go down and do it over a hunk of steak.  Come on, snap out of it. Diz Moore-- that rarest of companions--is here at your side.  To genteel crime, kid.",1
"I've wondered, Diz--maybe this Don Quixote's got the jump on all of us. I've wondered--maybe it's a curse to go through life wised up like you and me--",0
Okay. So what? Stop worrying. I've told you--the dopes are gonna inherit the earth anyway--,0
"Nothing. I'm just saying--I might be able to lie, cheat, steal--and I'd still tear into a guy I saw kicking a dog. Not that *he* is, by a long shot--",1
"Forget it, kid. What's it *to* you?",0
"He isn't going to hurt enough as it is. *She* has to twist a knife in him, too--the regal jackass! ""I'll turn my glamour on him,"" she says--",1
Oh--yeah--,0
Paine.,0
What dame?,0
"I don't mind *who* gets licked in a *fair* fight, Diz. It's these clouts below the belt I can't take. Sicking that horrible dame on him--when he's goofy about her--",0
"Well, well--  Yeah--I got smart and thought I'd slip one over on the old man in the press meeting. I said, ""Mr. President, about the monopoly investigation--"" And he jumps right in and says, ""Diz, if you were sitting in my chair, would you answer the question you're about to ask?"" He had me.",0
They decoyed the little General off to a tea party to keep him out of the Senate.,0
Well--I stuck my foot in it again at the President's press conference today--  How come so early? Get the day off?,0
That's taking place outside now.,0
Yeah. What about the second act?,0
Did you like the first act?,0
Diz--Don Quixote with bill is going to get to his feet in a minute and speak two important words--*Willet Creek*. When that happens--if my hunch is right--the Silver Knight will fall off his tightrope and Puss will jump out of his boots.,3
"Frankly, kid--are you goofy?",0
You play--left field.,0
What do I play?,0
The Silver Knight. Soul of Honor--on a tight-rope.,0
"Yes. Mostly ""Puss.""  Oh, the *other* prominent character in the play.",0
"Oh, you mean--Puss in Boots.",0
That gorilla in Man's clothing-- McGann.,0
Who?,0
Ah. One of the supporting characters.,0
Certainly.  Now there's the principal actor in our little play.,0
What show? Would you mind telling me what's coming off here?,0
"Sit tight, Diz. The show commences in just a minute.",0
"Wait--wait. Let's see--watchdog McGann-- he's bound to move right in--get him out of the way first--  Pardon me, friend--I've got some telephoning to do--!",0
"Now, you've got more sense than to put Nosey onto this guy--!",0
Get my *whole* fall outfit--and quit this job in style!,0
Kid--wait--what do you think you're going to do?,0
Whadaya mean--*right*?,0
Will you go chase an ambulance!,0
Sure--sure--wait a minute now--simmer down--,0
"I'm still asking myself--what is he-- animal, vegetable, or mineral? A Senator! A United States Senator! I thought I'd seen everything but-- why, he doesn't know what time it is, Diz! When I think of myself sitting around--playing straight for all that phoney, patriotic chatter-- *me*, carrying bibs for an infant with little flags in his fists--no, I can't take it, Diz--I'm through--I quit!",2
Yeah. Should have seen me seven years ago--when I came to this town. *Now* what am I?--chambermaid to the Pied Piper of Jackson City; *Honorary* appointment! Scratch this thing an you'll find they wanted a dope here for two months.,0
You know--little worms--ambition.,0
What! Who?,0
You got worms.,0
"No--don't do it. I'm sure. The truth is, Diz--there's no man I've seen yet or--must be something wrong with me. I've been feeling low for weeks.",2
"Well, if you're sure it wouldn't--no use combing my hair for nothing.",0
"Diz, you're a swell playmate--but--. Maybe if I saw you once with your hair combed, or something--or--no, no--I don't think even that would do it--",0
I would cherish you--and stay sober.,0
Oh--that again. Yeah.,0
You know--Mrs. Diz Moore.,0
Huh?,0
That old standing offer from Diz Moore--Poet of Washington Correspondents.,0
"What's this, Diz?",0
Would you settle for a husband?,0
"When Foley died, why didn't I clear out? How many times, did you hear me say I was fed up on politics and--? But *no*--I let 'em talk me into staying. Secretary to a leader of little squirts. Why? Because I need the job and a new suit of clothes.",0
"Well, because you're doing all right at the minute.",0
Tell me why!,0
"Well, why don't they try the police-- get some blood hounds--or Indian guides--",0
Eight to five Little Boy Blue is plastered.,1
"No, not yet, Senator Paine--not hide nor hair of the man. You mean to say the boys haven't--?",0
"Okay. For the dollar, I give you McGann *and* Bill and Carl. I got Paine.  Hello... Oh, yes.",0
Hey--you're into me for a buck already. I say--McGann. Shoot the whole dollar.,0
"Well--who d'you take this time--Paine, Bill, Carl--or McGann?",0
I give that Trail Blazer five more minutes to show up--  --*five more minutes*!,0
"Getting on to dinner, isn't it, pal?",0
Sure--sure. He must have a compass with him.,1
That--or he's out blazing trails. He'll show up.,0
How do you *like* this! You don't suppose that ranger met up with some kids--and took 'em for a hike!,0
No!,0
Sure. Sure. I'll hang a light in the steeple. One if by land--two if by sea!... Okay!  Diz--you won't believe it. Daniel Boone's *lost*!,0
"Well, your children are very bright-- and *they* say Jefferson Smith.",1
"Emma, which is it--Horace Miller or Henry Hill?",1
No wonder--without your dinner.,0
Emma! I'm a man at the end of his rope.,0
That settles it! I will not be attacked and belittled by my own children in my own home! My nerves are strained to the breaking point!,0
Otis!,0
"Why, I think it's very sweet of the children--",1
I do *not* want a Senator. And I do *not* want any more of this nonsense! Emma!,0
"For instance, how to run the affairs of government? No doubt my children could make this appointment *for* me-- with the greatest ease!",0
Nonsense. Why don't you listen to your children for a change? You might actually learn something?,0
Nonsense.,0
"Really, my dear--I don't feel like a thing.",0
"We're waiting, Hubert.",0
I'll bear that in mind... What? Oh. Dinner. Pet--my stomach couldn't hold a bird seed.,0
"Dinner, Hubert.",0
"Now, pet--  Jim!",0
"Save that for the laying of cornerstones, Hubert!  Oh, that morning you looked in the mirror and saw a statesman!",0
"Now, now, Emma, dear--you mustn't forget we have been chosen by the people of this commonwealth to--",0
"This isn't a home, it's the crossroads of the world!",0
"No, no--believe me, pet--this is *most* urgent--  Hello, hello. Is Taylor there?-- Governor Hopper. Quickly, please--",2
"Can't that wait, Hubert?",0
"Taylor, my dear.",0
Whom are you calling--in the dead of night?,0
Of all the times! Of all the times! Two months to the end of his term-- and Foley has to go and die on us--,0
Great saints!,0
Sam Foley--dead!,0
What is it?,1
"Yes, Joe, yes--right away.",0
What is it?,1
"Yes, yes--phone, phone--  A--an outrage, pet--an outrage--I'll look into this--  Hello--Joe!--What!--No! Not really! Terrible!",0
That infernal phone!,0
"Wha--? Yes, sweetheart-- Wha--?",0
I knew it! I knew a night's rest wasn't possible in this house!  Hubert!,0
Oh! Go away.,0
Your name's spreading like wild-fire out here--you are the winterbook favorite to get on the National ticket.,0
"All right, why?",0
"How do you feel, champ?",0
"Fine. The first thing to do is-- present Mr. Smith to the press--in the *right* way. Hurry him along, Bill.",1
"Yup--Sweeney, Flood, Farrell--waiting for you--",0
Good. Are the newspaper men at the hotel?,0
"All set. Foley's rooms in the Senate office building--nice, big clean desk--lot of Senator stationery to write his little boys on--and Foley's secretary, Saunders, to make it look like the real thing--",0
"Are you ready for him, Bill?",0
"He's the hero of fifty thousand boys and a hundred thousand parents. Look at these congratulations pouring in! I tell you, gentlemen, by this one statesman-like act, I have--",0
Oh--oh.,0
Listen--the simpleton of all time--a big-eyed patriot--knows Washington and Lincoln by heart--stood at attention in the Governor's presence-- collects stray boys and cats--,0
He's batty!,0
Jim--if I fling a party man like Horace in the face of those angry committees--,0
Terrific! A born stooge! Horace'll perform like a trained seal.,0
Washington! Always discussing the problems of Washington. Nobody ever thinks of the State--and my problems!  I *will* tell Jim Taylor. It's high *time* I told him a thing or two!,1
*You* tell Jim Taylor.,0
"I *can't* wait, McGann! You go into that room and tell Jim Taylor and Joe Paine that I give them *one more minute*--",0
"Relax, Happy. Jim said to wait.",0
"Yes, yes--tell them I'll see them immediately--immediately!  I can't hold them off! They want something to say about this appointment. Ten to one they've got a man.",0
"I doubt it! Come on, Ken.",0
"Y-yes, Jim.",0
"You couldn't understand! Listen, Ten Thumbs, I'll be on my way to Washington in half an hour. Whatever happens, I'm all ready for this Ranger of yours. Never mind how. You'll get your instructions from Ken Allen here. It isn't anything you have to do. I wouldn't trust you to lick a stamp. Allen'll do it himself. You just use your *high office* to help him get it done. Understand?",1
Me! Jim--how--?,0
"Yes! He's about to blow the whole machine to smithereens--and *you with it*, Mr. Governor!",0
Will you please tell me *exactly* what he's done?,0
Boy Ranger! The answer to a prayer. Manna from heaven! Didn't know the time of day--!,0
Oh--Jim!,0
*But you never asked me*!,1
"Jim--when the lightning hit, I--I just--",0
But you went ahead and made this appointment without asking me--,0
"Joe--*you* know what I'm talking about. The perfect man. Never in politics in his life. Wouldn't find out what it's all about in two *years*, lets alone two months. But the important thing--and this was the genius of the stroke--*it means votes*!",2
What!,0
Jim--the answer to a prayer--manna from heaven--the man *we want*--and the votes *we need*--,0
--a *boy ranger* a squirrel chaser-- to the United States Senate!,0
*Your* political future! I bought it for you and made you a present. And I can grab it back so fast it'll make your head spin. You got a nerve to stand there and worry about just *your future* when we're in this spot!  The man is--*Miller*.,1
I *won't* let you stand there callously and perhaps wreck my whole political future!,0
*You won't?*,0
I *won't* send Horace Miller!,0
I said forget 'em! Horace Miller goes to the Senate--and that settles it!,0
"Jim, that bunch is out for blood. If I throw Horace in their teeth now--",1
We can't help *what* they were! Forget 'em!,0
"I--I couldn't, Jim. Those men were--",0
"*Henry Hill?* That crackpot? That long-haired--! Why, you should have killed that so fast--!",0
Henry Hill.,0
They put up *their* candidate? Who?,0
"Now, wait fellows--great Heavens. I've got to see those angry committees first--feel them out a little--work for harmony--harmony.",0
"Happy, for reasons there isn't time to go into--it's got to be Miller! We've given you the man. Now write the ticket.  Come on, Joe. Come on, Chick.",0
Horace Mill--!,0
"Happy, we've got the man. Horace Miller!",0
One minute! Just one minute!,0
"Yes, Jim.",0
You'll see those committees when we're finished!,0
"Look here, Jim--if you and Joe are going to gab about this appointment *any* longer, I'm going ahead and see those committees!",0
"I said, sir--in my official capacity-- as an honorary gesture--I appoint you to the United States Senate!",0
"What were you saying, Governor? Sorry.",0
Just get one hand against each ear there--keep his face straight up.,0
The--head?,0
"Thanks, Governor--*yes*! Do you mind? His head--Ma'll take the tail.",0
Ma! Hold him!,0
"--And it is in my power to confer a very signal honor upon you. In my official capacity, therefore, I--",2
Aw--,0
Well--yes--I was saying--the State should reward you--,0
"No doubt. No doubt. And this fine little paper--""Boy Stuff""--with, I dare say, an *enormous* circulation in the State.",0
"Well--that's not work, sir--that's fun.",0
"No. No. A signal service to the State. Yes, indeed. And not only that but-- uh--I've heard of your excellent work in leading and guiding our youth--",2
"Oh, now, I'm afraid that's been exaggerated some--",0
"Not at all. I've come to pay you a personal and official--and I might say--a *tardy* tribute, Mr. Smith, for your recent heroic conduct.",0
"This--this is a great honor, sir. I-- I--",1
"Now--now--please--that's quite all right. Relax, boys--",0
"Peter, I'm in no mood to hear childish prattle!",0
"""Boy Stuff."" That's the name of Jeff's magazine. He prints it.  Look--here's one--oh, it's great-- *everybody* reads it--all the kids in the State--a million of 'em. Look, Pop--let me read you a--",0
Himself!,0
"Well, Jeff put that out himself.",0
I did. What about it?,0
"Oh, a *boy*!",0
"Gosh, Pop--head of the Boy Rangers!",0
Is *what* getting me down?,1
"What's the matter, Dad? Is it getting you down?",1
Emma!,0
A dirty frame!,0
Emma! Will you *please*--?,0
Jeff for Senator.,0
Than what?,0
"No, *sir*! You couldn't do better, Dad.",0
What stuff?,0
"He's the greatest *American* we got, too, Dad. Can tell what George Washington said--by heart. An' ""Boy Stuff's"" got the swellest stuff in it.",0
Uh--could--could I help--?,0
"I just can't, son--not the head and tail both!",0
"Well, it sort of got to be--from Jeff just pullin' splinters and things--",0
A pet shop?,0
"Why, of course.",0
"Maybe you'd like to come along and watch, Governor? Jefferson's done a wonderful job with that leg.",0
"Excellent! Excellent! My boy, I'm convinced our State has a great debt of gratitude to you--",0
Well--it started with a little mimeograph sheet--and it's just grown out of all sense and reason--,0
Certainly. Step right in.,0
Is--uh--Jefferson Smith at home?,1
Yes. Come in.,0
Uh--Jefferson Smith's residence?,0
I *thought* I heard... Yes?,0
When Jeff gets through with Taylor--  Quiet! What do you mean by breaking in here--? Get out! Get *out* of here!,0
"When Jeff gets through with Taylor, Pop--",0
I beg your pardon?,0
That's easy. Jefferson Smith.,0
Emma! I will not have conversations of this sort carried on by the children at dinner!,0
"Well, he's still running the show, ain't he, Dad?",0
Taylor! May I ask what *Taylor* has to do with it?,0
"Gee, I wouldn't appoint an old twerp like Horace Miller--Taylor or no Taylor!",0
Saunders said--this whole thing was *his* idea to get graft--!,0
What makes you think he's got *anything* to do with it?,0
He's a newspaper publisher I know-- and--,0
"Oh, I couldn't tonight. Thanks a lot.",0
Uh--Senator--I thought you and me might go out to dinner together--and grab off a few monuments.,0
"You have?  Will you come in a minute, Miss Saunders.",0
"H'ya, Senator. I--I've sorta been looking for you--",0
"You should hear our Ranger Band rattle that off--if you want to *hear* something! Good evening, Miss Saunders. Good evening Mister McGann.",0
What? Who?,0
Look! There it is!,1
"All right, Senator--let's get these bags and the livestock together--",0
"Well, that ends that crisis. This way, Senator.",0
Here they are--I got them. They are all right.,0
Boy! My head's like a balloon--for two whole days. I never knew there was so much American history.,1
"Just a minute, I better make sure.",0
The porter's got them. They're coming.,0
My pigeons--I better see about my pigeons.,0
"Yeah, for the fifth time, Senator-- Washington.",0
Washington!,0
I yield.,0
For one week!,0
For a question!,0
"I addressed the Chair first, sir!",0
Mr. President!,0
To--to a reception--uh--for a princess-- I forget her name--,0
"I say it's *your* parade, sir! You've *got* to come!",0
"No, Jeff--please--!",0
"Please, sir!--come with me!",0
"Mr. President, have I permission to bring into this Chamber evidence of the response from my State?",0
"Yes, sir, you bet I would.",0
"The gentleman has said repeatedly that he is speaking to the people of his State. He has been waiting, as he so fancifully puts it, for them to come marching here in droves. Would the gentleman be interested in knowing what those people have to say?",1
"Yes, sir, I yield for a question.",0
I *did* see Taylor! And I was in that room!,0
"Mr. President--I did not say that Senator Paine was one of those Congressmen I saw. If the chair please, I will deny that Senator Paine *saw* Taylor or even knows him--",0
He has imputed to me conduct unworthy a Senator--and I demand he be made to yield the floor--!,0
Mr. President--,0
Mr. President--,0
Mr. President! A point of order!,0
"I will not yield, sir! This same man-- Mister Taylor--came here to offer me a place in this Senate for twenty years, if I would vote for a dam that he knew and *I* knew was a *fraud*! But if I opened my mouth against it, he promised to break me in two! And I stood here one day and tried--I *started* to open my mouth-- and it all came to pass. The long, powerful arm of Mister James Taylor reached right into this sacred chamber and took me by the scruff of the neck--",0
Will the Senator--,0
The committee ruled otherwise! The gentleman stands guilty as charged. And I believe I speak for all the members when I say that no one cares to hear what a man of his condemned character has to say about *any* section of *any* legislation before this house!,0
I have no defense against forged papers and--,0
I wish to ask the gentleman--has he one shred of evidence to add now to the defense he did not give--and *could* not give at that same hearing?,0
Mr. President--,0
Every *aspect* of this matter--the gentleman's attack on that section-- everything--was dealt with in the committee hearing--,0
It does!,0
Does my colleague's piece concern Section Forty of the bill--a dam on Willet Creek?,0
For a *question*.,0
Will he *yield*?,0
"Ah, now, that's better.",0
Will he yield for a question?,0
"Yield *how*, sir?",0
"Mr. President--gentlemen--I--I have risen to a painful duty--to say that, out of evidence that has come to my attention, I consider Senator Smith unworthy to address this body!",0
Y-yes.,0
Yes--the *benefits*! What's a man called Taylor got to do with this?,0
Jeff! You're trying to understand in a moment everything about a project that took two years to set up--the reasons--the benefits--,0
"But--there are a hundred other places in the state that *need* the water. Besides--I talked to Kenneth Allen, who owns some of that land--and he didn't say anything about a dam. No-- I'm sure, sir--there's something wrong--and I--I won't vote on this thing until I get a lot of questions answered--",0
Jeff--listen--this was all taken up in the State Legislature and approved-- they're going to divert waters from up above--,0
"--I may not know much about a lot of things, sir--but I know that Willet Creek country like a book--and--and I tell you, Senator Paine--there's something *wrong* about this dam-- why, there isn't a foot of water in that creek--it's dry four months out of the--",0
"Goodnight, Miss Paine.",0
"Goodnight, Jeff.",0
Well--goodnight.,0
Good as new! It's quite all right--,0
"Gosh!  Well--looks good as new. If there *is* any damage, I'll--",1
"That's all right, my boy--don't bother--",0
I'm sorry! Gee! I hope--,0
"Well, I'm sort of anxious to get back to the office--",0
Here--where are you running off to?,0
"Thank you, sir. Thank you for your time.",0
"Nonsense, Jeff.",0
"I will, sir! I will!  I--I don't know how to thank you. I knew, if any man could help me--",0
What's to stop you? Saunders will help you with it--,0
"Senator Paine, if I could do just that one thing while I'm here, I-- I'd feel that I--",0
"Well, why not do it? There's a job for you. Get a Bill started to accomplish it--present it to Congress-- it would be a great experience--",0
"Yes, I was--",0
"Jeff, look--didn't you say something to the papers about wanting to create a National Boys' camp? Were you in earnest about that?",0
"Well, then--I--I don't feel I can stay, sir.",0
"The *Bills*? Jeff--let me advise you-- as your father would--politics is a business--sometimes a cruel business. In your time here, you couldn't even start on those Bills. They're put together by legal minds--after a long study. Why, after twenty years, I can't understand half of them myself. No, really, Jeff--in your own interests--",1
"I mean, sir--if I'm going to stay in the Senate--I ought to know what I'm doing--at least, I ought to try to study the Bills that are coming up--",0
No.,0
"I know. I suppose, Mr. Paine, when a fellow bucks up against a big organization like that, one man by himself can't get very far, can he?",1
"Shot in the back. I was there. I can see him at that old roll top desk, still with his hat on... still with his hat on...",0
"Yes, Ma found him slumped over his desk that morning...",0
"His last fight was his best, Jeff. He and his little four-page paper against that mining syndicate and all to defend the right of one small miner who stuck to his claim. You know, they tried everything, bribery, intimidation, then--well--",0
Ma's told me about it a thousand times.,0
"You don't have to tell me Jeff. We were a team, the two of us, a struggling editor and a struggling lawyer. The twin champions of lost causes, they used to call us.",0
"Yeah, Dad always used to say the only causes worth fighting for were lost causes.",2
"Even to the hat. Same old dreamer, too. One look at you and I can see him, back of his old roll top desk, hat and all, getting out his paper. Always kept his hat on his head so as to be ready to do battle. Clayton Smith, editor and publisher, and champion of lost causes.",1
"Thank you, sir.",0
"""Boy Stuff."" Why, printer's ink runs in your veins, Jeff. You're just like your father.",0
"Well, it isn't much, but if you insist, here's this week's.",0
We'd better see.,0
Just fine.,0
"How's Amos, Ma?",0
"Certainly would, Joseph.",0
"And Senator Paine too, Ma--we'd like to have him--",0
Fine--,0
"Hello, Ma.  Clarissa, Ma. She'll be stayin' a while--",0
"Hello, Jefferson.",0
What?,0
"Now, Amos, now--  What?",0
"Sorry about this, Governor. But it won't take a minute. You were saying something in the other room, sir--",0
Satan's in this little fella tonight!,0
"Now, now, now--that isn't going to get you any place. Get a firm grip, Ma!",0
"Now, now, now!  It's all right, Governor.",0
"Jerry! Blackie! Queenie! Let's have it quiet, fellows!",0
"Gosh! You see sir--I was fixing some plaster for a cast on Amos' leg-- he's always chewing 'em off. I'll only be a minute--if you'll excuse me, sir--",2
"Excuse me for interrupting, Governor, but--  --that plaster's gonna harden any second, son.",0
"Yes, Ma?",0
Jefferson--,0
"Oh, now--",0
Well--I'll go to Halifax!,0
"Good evening, sir. I was just making some--  Governor Hopper!",0
You're a liar!,0
Yes! I've told Senator Paine for twenty years--,0
You mean--you tell these men--and Senator Paine what to do?,0
Can't you?,0
"Mine? Why--naturally--whatever benefits the state is mighty important to me--owning a lot of its industry-- newspapers and other odds and ends. And if I thought you had the welfare of the state at heart, like myself-- for instance, if you were to turn around and help a project like this along instead of standing in the way-- why, I'd say you were a man to watch. For a fellow your age, you'd be in a spot to make a great start in life. If you liked business--you could pick any job in the state and go right to the top. Or politics. If you like being a Senator. No reason why you couldn't come back to that Senate for the rest of your life.",2
"What is your interest in this, Mr. Taylor?",1
"But you have some objections here and there. And maybe right, for all I know. But the point is--there's no sense stopping the whole works now-- specially after some men have worked hard for a long time to put this through--",1
"Yes, so I was told, Mr. Taylor, but--",0
Well now--just to take an example-- putting up a dam--on Willet Creek. As I look at it--that dam's going to do the people of our state a lot of good--,0
"Like what, Mr. Taylor?",0
"Well. I hear you've been right on your toes since you got here. Pitching right in. Lots of people took you for dumb--but they're wrong. You're smart. In fact, *I* think you're smart enough to understand a situation when it's explained to you--",0
Not *me*! Joseph Paine is the man they ought to be listening to! Come on!,1
Jeff--wait--they want you to speak!,0
"To a hard night's work, son. Come on!",0
Where do we go from here?,0
Hurray!,0
Yay!,0
"We'll *find* one! Only throw compromise out of the window--stick to Jeff Smith, the man who first came to this town--get up and *fight*-- and we'll find *some* way. I don't know where we'll wind up--but the flag'll be flying--!",1
Saunders--if there was *any* way--,0
"Jeff--listen--remember the day you got here?--what you said about Mr. Lincoln?--that he was sitting up there--watching--waiting for someone to come along? Well--that was *you*. Someone with a little plain, decent, uncompromising *rightness*--to root out the Taylors--yeah, and really light up that dome for once. This country could use some of that--so could the whole drunken, cockeyed world right now--a *lot* of it! And when the right man comes along--no matter *what* the odds--he can't *ever* quit! A little fellow called David walked out with only a sling- shot--but he had the *truth* on his side--",1
Oh--Saunders--,0
"I don't care *what* you've done! Don't quit. Don't grab a measly chance like this to save a few pieces--other men could--but not you. As long as you lived, you'd remember you ran out and threw this country of yours to the jackals--!",0
But--I've done everything I--,0
What you *have* to do is fight!,1
Wait--,0
I *don't* think that's the thing to do! No! I think what you ought to do is--*fight*!,1
"Yeah. I guess--sometimes--Senator Paine must be right. Sometimes you-- you got to compromise a little--  And if you say so too, Saunders--if *you* think that's the thing to do--",1
"Well, I guess it's a chance.",0
Yeah. I see. Well--that's about the only thing to do. Don't you think?,1
"It might save some of the pieces, Jeff. It would leave a doubt about the whole thing--about you. Might blow over, this way.",0
I--I don't know. I--I'm afraid they've got me licked.,0
What are you going to do?,0
That's funny. I thought all along--  Gee--I--I'm glad to see you. I *thought* of you--I mean--I wanted to talk to someone and--well--  --Mr. Lincoln hasn't much to say--  Saunders--I'm not fit to sit up in the Senate--haven't you heard?--I robbed boys of their pennies and dimes!,0
"No. That night--I--well, *you* know-- I was pretty--. No--Diz is a--a sort of brother, that's all--",1
I'm not.,0
"Well gee--how--how've you been, Saunders? I--I haven't seen you in-- . I suppose--now that you're married--",0
Saunders--,0
Hello.,0
Are you drunk?,0
And you're writing Ma all about it. And your pigeons will carry the message of love. And the first thing you know--Susan Paine'll get the best jar of preserves she ever tasted!,0
Saunders--!,0
"I know. Don't tell me. It was a wonderful party. Your suit went over big. And she looked beautiful, and she gave her hand when you left her-- and said--""Thank you, Mr. Smith."" Oh, but it was the way she *said* it. You like to fell through the floor--Horseradish!",0
Wow!,0
